_segment_id,accident_id,action,actor,event_polarity,evidence_text,object,outcome,phase
1,660,died,captain,NEGATIVE,"The captain, first officer, and a nonrevenue pilot riding in the jumpseat died",flight crash,fatalities occurred,approach
1,660,died,first officer,NEGATIVE,"The captain, first officer, and a nonrevenue pilot riding in the jumpseat died",flight crash,fatalities occurred,approach
1,660,died,nonrevenue pilot,NEGATIVE,"The captain, first officer, and a nonrevenue pilot riding in the jumpseat died",flight crash,fatalities occurred,approach
1,660,operated,Atlas Air Inc.,NEUTRAL,Atlas operated the airplane as a Title 14 Code of Federal Regulations Part 121 domestic cargo flight for Amazon.com Services LLC,airplane,cargo flight conducted,en route
1,660,filed,flight crew,NEUTRAL,an instrument flight rules flight plan was filed,instrument flight rules flight plan,flight plan established,pre-flight
1,661,notified,The Civil Aviation Directorate (CAD) of Algeria,NEUTRAL,"The Civil Aviation Directorate (CAD) of Algeria has notified the NTSB of an accident involving a Beech 1900D, which occurred on March 3, 2019.",the NTSB of an accident involving a Beech 1900D,NTSB was informed of the accident,post-accident
1,661,appointed,The NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the CAD investigation under the provisions of ICAO Annex 13 as the State of Manufacturer and Design of the airplane.,a U.S. Accredited Representative,assistance provided to CAD investigation,post-accident
1,661,will be released,All investigative information,NEUTRAL,All investigative information will be released by the CAD of Algeria.,by the CAD of Algeria,information release controlled by CAD,post-accident
1,662,notify,government of Canada,NEUTRAL,"The government of Canada has notified the NTSB of an accident involving a BOEING 767 airplane that occurred on March 04, 2019.",NTSB of an accident involving a BOEING 767 airplane,NTSB appointed a U.S. Accredited Representative,post-accident
1,662,appoint,NTSB,NEUTRAL,The NTSB has appointed a U.S. Accredited Representative to assist the government of Canada's investigation under the provisions of ICAO Annex 13.,a U.S. Accredited Representative,assistance provided to the government of Canada's investigation,post-accident
1,662,release,government of Canada,NEUTRAL,All investigative information will be released by the government of Canada.,all investigative information,information dissemination controlled by Canada,post-accident
1,663,was attempting to land,CommutAir flight 4933,NEGATIVE,"On March 4, 2019, about 1129 eastern standard time, CommutAir flight 4933, an Embraer EMB145XR, N14171, was attempting to land on runway 1 at Presque Isle International Airport  (PQI), Presque Isle, Maine, and impacted terrain to the right of the runway.",runway 1,impacted terrain to the right of the runway,landing
1,663,sustained,first officer,NEGATIVE,"The first officer and 2 of the 28 passengers sustained minor injuries, and the captain, the flight attendant, and 26 passengers were not injured.",minor injuries,injured,post-impact
1,663,sustained,passengers,NEGATIVE,"The first officer and 2 of the 28 passengers sustained minor injuries, and the captain, the flight attendant, and 26 passengers were not injured.",minor injuries,injured,post-impact
1,663,was,airplane,NEGATIVE,The airplane was substantially damaged.,substantially damaged,damaged,post-impact
1,663,mentioned,first officer,NEUTRAL,"As part of the predeparture briefing for the accident flight, the first officer mentioned that, during the previous flight, the instrument landing system (ILS) localizer for runway 1 was offset when the airplane was aligned with the runway during a visual approach.",ILS localizer offset,reported incongruency in previous flight,predeparture briefing
1,663,noticed,first officer,NEUTRAL,"During a postaccident interview, the first officer, who was the pilot monitoring for that flight, stated that both he and the captain of that flight noticed an “incongruency” between the pink needle (which provides guidance from the airplane’s flight management system) and the green needle (which provides guidance from the ILS localizer signal).",incongruency between pink and green needles,observed discrepancy in navigation guidance,previous flight
1,663,noticed,captain,NEUTRAL,"During a postaccident interview, the first officer, who was the pilot monitoring for that flight, stated that both he and the captain of that flight noticed an “incongruency” between the pink needle (which provides guidance from the airplane’s flight management system) and the green needle (which provides guidance from the ILS localizer signal).",incongruency between pink and green needles,observed discrepancy in navigation guidance,previous flight
2,663,state,first officer,NEUTRAL,"The first officer then stated, “autopilot’s coming off,” which the captain acknowledged.",autopilot's coming off,captain acknowledged statement,approach
2,663,make,captain,NEUTRAL,"At 1109:40, the captain made the 200-ft callout, which was followed by the “approaching minimums” and “minimums” aural annunciations from the enhanced ground proximity warning system.",200-ft callout,callout completed,approach
2,663,provide,enhanced ground proximity warning system,NEUTRAL,"At 1109:40, the captain made the 200-ft callout, which was followed by the “approaching minimums” and “minimums” aural annunciations from the enhanced ground proximity warning system.",approaching minimums aural annunciation,annunciation occurred,approach
2,663,provide,enhanced ground proximity warning system,NEUTRAL,"At 1109:40, the captain made the 200-ft callout, which was followed by the “approaching minimums” and “minimums” aural annunciations from the enhanced ground proximity warning system.",minimums aural annunciation,annunciation occurred,approach
2,663,state,captain,NEUTRAL,"At 1109:54, the captain stated, “runway in sight. See it?” to which the first officer responded, “yeah” and “well I got somethin’ [that] looks like a runway up there.”",runway in sight,first officer responded affirmatively,approach
2,663,respond,first officer,NEUTRAL,"At 1109:54, the captain stated, “runway in sight. See it?” to which the first officer responded, “yeah” and “well I got somethin’ [that] looks like a runway up there.”",affirmative to runway sighting,acknowledged captain's statement,approach
2,663,state,first officer,NEUTRAL,"At 1109:54, the captain stated, “runway in sight. See it?” to which the first officer responded, “yeah” and “well I got somethin’ [that] looks like a runway up there.”",something looks like a runway,expressed uncertainty about visual identification,approach
3,663,discuss,captain,NEUTRAL,"Between 1119:00 and 1120:41, the captain and the first officer began discussing the previous approach and the second approach.",previous approach and second approach,discussion initiated,approach
3,663,state,captain,NEGATIVE,"The captain repeated, “it’s really white down there,”",visibility condition,reported poor external visibility,approach
3,663,instruct,captain,NEUTRAL,instructed the first officer to “stay inside and I’ll let you know when you can look up.”,first officer to stay inside,first officer restricted from looking outside,approach
3,663,instruct,captain,NEUTRAL,The captain also instructed the first officer on the actions to take if she commanded “go missed” again.,first officer on go-around procedure,procedural briefing conducted,approach
3,663,contact,captain,NEUTRAL,The captain contacted PQI maintenance at 1121:46 and stated that the airplane was about 16 miles and 7 minutes away from the airport.,PQI maintenance,communication established,approach
3,663,respond,maintenance foreman,NEUTRAL,"The maintenance foreman replied, “we’ll be clear runway one and the lights are on bright.” The maintenance foreman stated he had again activated the lights to high intensity.",runway clearance and light status,runway and lights status confirmed,approach
3,663,inform,controller,NEUTRAL,"At 1123:41, the controller told the flight crew that the airplane was about 8 miles south of the locator outer marker for the ILS runway 1 approach and cleared the flight for the approach.",flight crew of position relative to locator outer marker,position awareness provided,approach
